sample_id,block_id,selected_joint_score_path,selected_joint_score_reward_aligned,best_joint_score_path,best_joint_score_reward_aligned,advantage
0,22,-1.4566283226013184,-1.0972687005996704,-1.4566283226013184,-1.0542848110198975,-12.75323486328125
0,23,-1.0,-1.0830764770507812,-1.0,-1.0585088729858398,-12.75323486328125
1,0,-1.0863624811172485,-1.7787057161331177,-1.0863624811172485,-1.772404432296753,-18.051733016967773
1,1,-0.7206674218177795,-1.7916232347488403,-0.4920099973678589,-1.7711888551712036,-18.051733016967773
1,2,-0.6027513742446899,-1.7500619888305664,-0.6027513742446899,-1.7500619888305664,-18.051733016967773
1,3,-1.1791653633117676,-1.7794878482818604,-1.1791653633117676,-1.7344255447387695,-18.051733016967773
1,4,-0.7684085369110107,-1.7527174949645996,-0.523809552192688,-1.734931230545044,-18.051733016967773
1,5,-0.28565242886543274,-1.7821296453475952,-0.04445453733205795,-1.7276736497879028,-18.051733016967773
1,6,-0.39841026067733765,-1.7742589712142944,-0.09117268025875092,-1.760935664176941,-18.051733016967773
1,7,-0.5762344002723694,-1.8152185678482056,-0.5762344002723694,-1.7555865049362183,-18.051733016967773
1,8,-0.8962246775627136,-1.756088137626648,-0.5867409110069275,-1.7348699569702148,-18.051733016967773
1,9,-0.13225947320461273,-1.776850700378418,-0.13225947320461273,-1.752760887145996,-18.051733016967773
1,10,-0.04046539589762688,-1.7333861589431763,-0.04046539589762688,-1.7333861589431763,-18.051733016967773
1,11,-0.7336310744285583,-1.7519030570983887,-0.4642857015132904,-1.7276089191436768,-18.051733016967773
1,12,-0.7100950479507446,-1.7779090404510498,-0.7100950479507446,-1.7744284868240356,-18.051733016967773
1,13,-0.41386929154396057,-1.7593404054641724,-0.0,-1.7226276397705078,-18.051733016967773
1,14,-0.25516605377197266,-1.74433434009552,-0.25516605377197266,-1.74433434009552,-18.051733016967773
1,15,-1.1525249481201172,-1.7629822492599487,-0.6210760474205017,-1.7214422225952148,-18.051733016967773
1,16,-1.053637146949768,-1.7279441356658936,-1.053637146949768,-1.7279441356658936,-18.051733016967773
1,17,-0.7319411635398865,-1.752381682395935,-0.3363088071346283,-1.745863676071167,-18.051733016967773
1,18,-0.2544863224029541,-1.7757878303527832,-0.0,-1.7371257543563843,-18.051733016967773
1,19,-1.0665104389190674,-1.748254656791687,-1.0665104389190674,-1.748254656791687,-18.051733016967773
1,20,-0.5149075984954834,-1.7690510749816895,-0.2980230748653412,-1.738724946975708,-18.051733016967773
1,21,-0.24580149352550507,-1.7723407745361328,-0.24580149352550507,-1.7723407745361328,-18.051733016967773
1,22,-0.4582669734954834,-1.9324672222137451,-0.4582669734954834,-1.6942633390426636,-18.051733016967773
1,23,-0.6299237608909607,-1.7606312036514282,-0.35873958468437195,-1.723547101020813,-18.051733016967773
2,0,-0.9708425402641296,-1.6076945066452026,-0.6815385818481445,-1.6076945066452026,-56.22663879394531
2,1,-0.4945126473903656,-1.5996015071868896,-0.2667246460914612,-1.5638045072555542,-56.22663879394531
2,2,-0.37235334515571594,-1.6133010387420654,-0.13178417086601257,-1.5823427438735962,-56.22663879394531
2,3,-0.8093406558036804,-1.6139382123947144,-0.633764922618866,-1.6096371412277222,-56.22663879394531
2,4,-1.0,-1.5980836153030396,-1.0,-1.5980836153030396,-56.22663879394531
2,5,-1.1407581567764282,-1.6229987144470215,-0.9983597993850708,-1.5734081268310547,-56.22663879394531
2,6,-0.9784976840019226,-1.619424819946289,-0.9784976840019226,-1.619424819946289,-56.22663879394531
2,7,-1.341579794883728,-1.6146678924560547,-1.1102229356765747,-1.5897001028060913,-56.22663879394531
2,8,-0.5371947288513184,-1.5976594686508179,-0.5371947288513184,-1.5976594686508179,-56.22663879394531
2,9,-0.5621116161346436,-1.6119868755340576,-0.40226125717163086,-1.6009607315063477,-56.22663879394531
2,10,-0.5641343593597412,-1.6354796886444092,-0.31693997979164124,-1.6146551370620728,-56.22663879394531
2,11,-0.5842556357383728,-1.623037338256836,-0.4642857015132904,-1.5899381637573242,-56.22663879394531
2,12,-1.0925354957580566,-1.605315923690796,-1.0925354957580566,-1.605315923690796,-56.22663879394531
2,13,-0.5722328424453735,-1.7006444931030273,-0.5722328424453735,-1.6061617136001587,-56.22663879394531
2,14,-0.610543429851532,-1.5919383764266968,-0.610543429851532,-1.5919383764266968,-56.22663879394531
2,15,-1.2087531089782715,-1.6586402654647827,-1.0,-1.6586402654647827,-56.22663879394531
2,16,-0.523809552192688,-1.6355658769607544,-0.523809552192688,-1.6150681972503662,-56.22663879394531
2,17,-0.7243267297744751,-1.5973010063171387,-0.7243267297744751,-1.5973010063171387,-56.22663879394531
2,18,-0.7314868569374084,-1.6082366704940796,-0.7314868569374084,-1.6082366704940796,-56.22663879394531
2,19,-0.5909970998764038,-1.6060395240783691,-0.5909970998764038,-1.6060395240783691,-56.22663879394531
2,20,-0.573492169380188,-1.6044392585754395,-0.573492169380188,-1.6044392585754395,-56.22663879394531
2,21,-0.2109258770942688,-1.6797547340393066,-0.2109258770942688,-1.5854291915893555,-56.22663879394531
2,22,-0.24963074922561646,-1.9423110485076904,-0.24963074922561646,-1.479200839996338,-56.22663879394531
2,23,-0.7473065257072449,-1.6965817213058472,-0.5302666425704956,-1.5844591856002808,-56.22663879394531
3,0,-0.7251913547515869,-1.620969533920288,-0.5659750699996948,-1.575809359550476,-16.149141311645508
3,1,-0.10724078118801117,-1.7671546936035156,-0.10724078118801117,-1.6015989780426025,-16.149141311645508
3,2,-0.169834166765213,-1.637475848197937,-0.028461871668696404,-1.5751186609268188,-16.149141311645508
3,3,-0.7008368968963623,-1.612078070640564,-0.5794311165809631,-1.5936269760131836,-16.149141311645508
3,4,-0.5497068166732788,-1.6214885711669922,-0.2857142984867096,-1.6214885711669922,-16.149141311645508
3,5,-0.12666286528110504,-1.6190882921218872,-0.015174091793596745,-1.5865956544876099,-16.149141311645508
3,6,-0.0905943438410759,-1.6065597534179688,-0.0905943438410759,-1.6065597534179688,-16.149141311645508
3,7,-0.9181283712387085,-1.6223809719085693,-0.34257811307907104,-1.6135902404785156,-16.149141311645508
3,8,-0.6417289972305298,-1.6088504791259766,-0.6417289972305298,-1.6088504791259766,-16.149141311645508
3,9,-0.28843656182289124,-1.6054835319519043,-0.28843656182289124,-1.6054835319519043,-16.149141311645508
3,10,-0.45382630825042725,-1.6492044925689697,-0.45382630825042725,-1.590990424156189,-16.149141311645508
3,11,-0.6014877557754517,-1.6560373306274414,-0.4642857015132904,-1.5810335874557495,-16.149141311645508
3,12,-1.0122689008712769,-1.578131914138794,-1.0122689008712769,-1.578131914138794,-16.149141311645508
3,13,-1.041942834854126,-1.6040979623794556,-0.6257295608520508,-1.600531816482544,-16.149141311645508
3,14,-0.6859067678451538,-1.6312434673309326,-0.5369243025779724,-1.588257074356079,-16.149141311645508
3,15,-1.2716577053070068,-1.7238174676895142,-1.1184403896331787,-1.6334902048110962,-16.149141311645508
3,16,-0.8854950666427612,-1.6062849760055542,-0.6483073234558105,-1.6062849760055542,-16.149141311645508
3,17,-0.6120665073394775,-1.5872036218643188,-0.6120665073394775,-1.5872036218643188,-16.149141311645508
3,18,-0.7858700156211853,-1.7294387817382812,-0.6285998821258545,-1.6323472261428833,-16.149141311645508
3,19,-0.8490758538246155,-1.6183977127075195,-0.523809552192688,-1.5910747051239014,-16.149141311645508
3,20,-0.4220726788043976,-1.6113815307617188,-0.4220726788043976,-1.6113815307617188,-16.149141311645508
3,21,-0.8620966672897339,-1.598878026008606,-0.8620966672897339,-1.598878026008606,-16.149141311645508
3,22,-1.2103177309036255,-1.86765456199646,-1.2103177309036255,-1.4199762344360352,-16.149141311645508
3,23,-0.5151397585868835,-1.6043665409088135,-0.5151397585868835,-1.6043665409088135,-16.149141311645508
4,0,-0.7420320510864258,-1.8990780115127563,-0.5351908802986145,-1.8754161596298218,-16.349828720092773
4,1,-0.2321835458278656,-1.8645691871643066,-0.2321835458278656,-1.745876669883728,-16.349828720092773
4,2,-0.17759236693382263,-1.8383592367172241,-0.011539101600646973,-1.751489520072937,-16.349828720092773
4,3,-0.7300293445587158,-1.8216428756713867,-0.5399975776672363,-1.766522765159607,-16.349828720092773
4,4,-0.42306363582611084,-1.7955293655395508,-0.42306363582611084,-1.7834274768829346,-16.349828720092773
4,5,-0.4647229313850403,-1.8707159757614136,-0.3620988428592682,-1.7535011768341064,-16.349828720092773
4,6,-0.3887422978878021,-1.7832382917404175,-0.3887422978878021,-1.7832382917404175,-16.349828720092773
4,7,-0.7225491404533386,-1.7622175216674805,-0.3352218568325043,-1.7622175216674805,-16.349828720092773
4,8,-1.133620023727417,-1.7777435779571533,-1.133620023727417,-1.7777435779571533,-16.349828720092773
4,9,-0.41004133224487305,-1.7835674285888672,-0.41004133224487305,-1.7835674285888672,-16.349828720092773
4,10,-0.6733506917953491,-1.8046319484710693,-0.37037229537963867,-1.7939529418945312,-16.349828720092773
4,11,-1.0467356443405151,-1.764866828918457,-1.0467356443405151,-1.764866828918457,-16.349828720092773
4,12,-1.0009158849716187,-1.765528678894043,-1.0009158849716187,-1.765528678894043,-16.349828720092773
4,13,-1.0279426574707031,-1.8009239435195923,-0.6694344282150269,-1.790898323059082,-16.349828720092773
4,14,-0.7489665746688843,-1.7571476697921753,-0.7489665746688843,-1.7571476697921753,-16.349828720092773
4,15,-1.3709747791290283,-1.878887414932251,-1.1021382808685303,-1.8509925603866577,-16.349828720092773
4,16,-0.38746654987335205,-1.7878397703170776,-0.38746654987335205,-1.7878397703170776,-16.349828720092773
4,17,-0.16958065330982208,-1.7792807817459106,-0.16958065330982208,-1.7792807817459106,-16.349828720092773
4,18,-0.19746406376361847,-1.7865194082260132,-0.19746406376361847,-1.7865194082260132,-16.349828720092773
4,19,-0.2857142984867096,-1.861831545829773,-0.2857142984867096,-1.7994457483291626,-16.349828720092773
4,20,-0.8085519671440125,-1.8185522556304932,-0.5887778401374817,-1.773751139640808,-16.349828720092773
4,21,-0.2177693098783493,-1.8323289155960083,-0.0,-1.7465051412582397,-16.349828720092773
4,22,-0.375396192073822,-1.7210274934768677,-0.31848078966140747,-1.7210274934768677,-16.349828720092773
4,23,-0.6670367121696472,-1.855768084526062,-0.6247525811195374,-1.777281403541565,-16.349828720092773
5,0,-0.751230776309967,-1.864571452140808,-0.751230776309967,-1.788254737854004,-24.392654418945312
5,1,-0.852359414100647,-1.79521906375885,-0.2722325026988983,-1.79521906375885,-24.392654418945312
5,2,-0.32951268553733826,-1.7745822668075562,-0.32951268553733826,-1.7745822668075562,-24.392654418945312
5,3,-0.9035186767578125,-1.8062939643859863,-0.5767260789871216,-1.7778582572937012,-24.392654418945312
5,4,-0.5349189639091492,-1.772853970527649,-0.5349189639091492,-1.772853970527649,-24.392654418945312
5,5,-0.26403945684432983,-1.8005274534225464,-0.10909651219844818,-1.761734962463379,-24.392654418945312
5,6,-0.3675227761268616,-1.7973326444625854,-0.09258417785167694,-1.7771636247634888,-24.392654418945312
5,7,-0.8566716313362122,-1.9054882526397705,-0.8566716313362122,-1.6676075458526611,-24.392654418945312
5,8,-0.5488563179969788,-1.7683171033859253,-0.5488563179969788,-1.7683171033859253,-24.392654418945312
5,9,-0.930888831615448,-1.786925196647644,-0.930888831615448,-1.786925196647644,-24.392654418945312
5,10,-0.792515218257904,-1.7695304155349731,-0.792515218257904,-1.7695304155349731,-24.392654418945312
5,11,-0.5343539118766785,-1.7781968116760254,-0.5343539118766785,-1.7781968116760254,-24.392654418945312
5,12,-1.0001025199890137,-1.7720255851745605,-1.0001025199890137,-1.7720255851745605,-24.392654418945312
5,13,-1.1340487003326416,-1.8024526834487915,-0.7980562448501587,-1.774008870124817,-24.392654418945312
5,14,-0.9502308368682861,-1.946043610572815,-0.8290616273880005,-1.7173761129379272,-24.392654418945312
5,15,-1.319844126701355,-1.8549761772155762,-1.135610580444336,-1.8310762643814087,-24.392654418945312
5,16,-0.2907591462135315,-1.7807927131652832,-0.2907591462135315,-1.7807927131652832,-24.392654418945312
5,17,-0.19921979308128357,-1.856215238571167,-0.03390185534954071,-1.7464594841003418,-24.392654418945312
5,18,-0.0,-1.782129168510437,-0.0,-1.782129168510437,-24.392654418945312
5,19,-0.7532495260238647,-1.7569363117218018,-0.4185110032558441,-1.7569363117218018,-24.392654418945312
5,20,-0.5575247406959534,-1.776235818862915,-0.5575247406959534,-1.776235818862915,-24.392654418945312
5,21,-0.3151435852050781,-1.7854970693588257,-0.3151435852050781,-1.7854970693588257,-24.392654418945312
5,22,-0.9520764350891113,-1.7543925046920776,-0.572543740272522,-1.7471981048583984,-24.392654418945312
5,23,-0.9212523698806763,-1.8261545896530151,-0.7128994464874268,-1.8030004501342773,-24.392654418945312
6,0,-1.1903187036514282,-2.0547664165496826,-1.1903187036514282,-2.0039334297180176,-12.936200141906738
6,1,-0.7887618541717529,-2.012192726135254,-0.5213382244110107,-1.9878097772598267,-12.936200141906738
6,2,-0.6794906854629517,-2.0177342891693115,-0.46588367223739624,-1.9798719882965088,-12.936200141906738
6,3,-1.085652470588684,-2.002779006958008,-1.085652470588684,-2.002779006958008,-12.936200141906738
6,4,-0.5238683819770813,-2.012281894683838,-0.5238683819770813,-2.012281894683838,-12.936200141906738
6,5,-0.18294048309326172,-2.0367226600646973,-0.020932763814926147,-1.9796216487884521,-12.936200141906738
6,6,-0.16187699139118195,-2.0137782096862793,-0.0,-1.9881137609481812,-12.936200141906738
6,7,-0.6372933983802795,-2.101841926574707,-0.6372933983802795,-1.9708791971206665,-12.936200141906738
6,8,-1.0452511310577393,-1.9875173568725586,-1.0452511310577393,-1.9875173568725586,-12.936200141906738
6,9,-0.7399411201477051,-1.9915486574172974,-0.7399411201477051,-1.9915486574172974,-12.936200141906738
6,10,-0.7417038679122925,-2.049546957015991,-0.7417038679122925,-2.0190041065216064,-12.936200141906738
6,11,-1.1609477996826172,-2.0378010272979736,-1.1609477996826172,-2.0378010272979736,-12.936200141906738
6,12,-1.0430508852005005,-1.9998137950897217,-1.0430508852005005,-1.9998137950897217,-12.936200141906738
6,13,-1.2997552156448364,-2.027554512023926,-0.9475845694541931,-1.9696005582809448,-12.936200141906738
6,14,-1.1505956649780273,-1.979436993598938,-1.1505956649780273,-1.979436993598938,-12.936200141906738
6,15,-1.423096776008606,-2.0466182231903076,-1.168432354927063,-2.0466182231903076,-12.936200141906738
6,16,-0.2876819968223572,-2.017291784286499,-0.2876819968223572,-2.015481472015381,-12.936200141906738
6,17,-0.7853691577911377,-1.9845623970031738,-0.7853691577911377,-1.9845623970031738,-12.936200141906738
6,18,-0.9981191158294678,-2.0092408657073975,-0.7786555290222168,-2.000516176223755,-12.936200141906738
6,19,-0.4271405339241028,-2.0326290130615234,-0.4271405339241028,-1.9889392852783203,-12.936200141906738
6,20,-0.548157274723053,-2.0381102561950684,-0.548157274723053,-2.0381102561950684,-12.936200141906738
6,21,-0.950742781162262,-2.0204784870147705,-0.5761223435401917,-2.002551555633545,-12.936200141906738
6,22,-0.6141312122344971,-2.1814064979553223,-0.6141312122344971,-1.9353405237197876,-12.936200141906738
6,23,-1.0331112146377563,-2.028609037399292,-0.7452220320701599,-1.9879761934280396,-12.936200141906738
7,0,-1.1350845098495483,-1.8585889339447021,-1.1350845098495483,-1.8585889339447021,-12.243205070495605
7,1,-1.3441132307052612,-1.9941718578338623,-1.3441132307052612,-1.768511176109314,-12.243205070495605
7,2,-1.2469335794448853,-1.8598031997680664,-1.2469335794448853,-1.8598031997680664,-12.243205070495605
7,3,-1.2542668581008911,-1.8860582113265991,-1.0778675079345703,-1.8525779247283936,-12.243205070495605
7,4,-0.9660664796829224,-1.8721487522125244,-0.5886616110801697,-1.8721487522125244,-12.243205070495605
7,5,-0.9930810928344727,-1.8568804264068604,-0.9930810928344727,-1.8568804264068604,-12.243205070495605
7,6,-1.201051115989685,-1.9187816381454468,-0.9299768209457397,-1.863915205001831,-12.243205070495605
7,7,-0.6630898714065552,-2.0290305614471436,-0.6630898714065552,-1.8234508037567139,-12.243205070495605
7,8,-0.632276713848114,-1.868187665939331,-0.632276713848114,-1.868187665939331,-12.243205070495605
7,9,-0.4853725731372833,-1.900282382965088,-0.23309704661369324,-1.84093177318573,-12.243205070495605
7,10,-0.646849513053894,-1.863851547241211,-0.39404597878456116,-1.863851547241211,-12.243205070495605
7,11,-0.8587517142295837,-1.8803085088729858,-0.6218885183334351,-1.852057933807373,-12.243205070495605
7,12,-1.3051031827926636,-2.043708562850952,-1.082594633102417,-1.898781418800354,-12.243205070495605
7,13,-0.7158564329147339,-1.9019254446029663,-0.23966622352600098,-1.900878667831421,-12.243205070495605
7,14,-0.4378522038459778,-1.8477791547775269,-0.4378522038459778,-1.8477791547775269,-12.243205070495605
7,15,-1.464796543121338,-1.9256247282028198,-1.2020623683929443,-1.8711154460906982,-12.243205070495605
7,16,-0.418930321931839,-1.8720046281814575,-0.418930321931839,-1.8632575273513794,-12.243205070495605
7,17,-0.14087845385074615,-1.8747347593307495,-0.14087845385074615,-1.8747347593307495,-12.243205070495605
7,18,-0.2957445979118347,-1.8878206014633179,-0.0,-1.8392760753631592,-12.243205070495605
7,19,-0.7238560914993286,-1.8677113056182861,-0.3676512539386749,-1.8677113056182861,-12.243205070495605
7,20,-0.8969758749008179,-1.891279935836792,-0.7048748135566711,-1.8680461645126343,-12.243205070495605
7,21,-1.262147068977356,-1.9025781154632568,-1.014433741569519,-1.8527337312698364,-12.243205070495605
7,22,-1.2425434589385986,-1.887877106666565,-1.2425434589385986,-1.8475013971328735,-12.243205070495605
7,23,-0.5795249938964844,-1.8870620727539062,-0.5795249938964844,-1.8870620727539062,-12.243205070495605
8,0,-1.2738734483718872,-1.4824384450912476,-1.0439176559448242,-1.4614025354385376,-22.046907424926758
8,1,-0.6554383039474487,-1.41866135597229,-0.5105167627334595,-1.41866135597229,-22.046907424926758
8,2,-0.5132418274879456,-1.5002388954162598,-0.3677178621292114,-1.4443109035491943,-22.046907424926758
8,3,-1.0,-1.482885718345642,-1.0,-1.482885718345642,-22.046907424926758
8,4,-0.5844939947128296,-1.4795780181884766,-0.5844939947128296,-1.477908968925476,-22.046907424926758
8,5,-0.4285396635532379,-1.4276858568191528,-0.4285396635532379,-1.4276858568191528,-22.046907424926758
8,6,-0.5336676836013794,-1.4857845306396484,-0.5336676836013794,-1.470970869064331,-22.046907424926758
8,7,-1.0418407917022705,-1.4324195384979248,-0.7151166200637817,-1.4324195384979248,-22.046907424926758
8,8,-0.597463846206665,-1.4668647050857544,-0.597463846206665,-1.4668647050857544,-22.046907424926758
8,9,-0.3029155135154724,-1.4651058912277222,-0.3029155135154724,-1.4651058912277222,-22.046907424926758
8,10,-0.4947429299354553,-1.483041763305664,-0.3029155135154724,-1.483041763305664,-22.046907424926758
8,11,-0.4828636050224304,-1.448227047920227,-0.4828636050224304,-1.448227047920227,-22.046907424926758
8,12,-1.2366695404052734,-1.4989358186721802,-1.2366695404052734,-1.4655165672302246,-22.046907424926758
8,13,-0.6152474284172058,-1.4970829486846924,-0.6152474284172058,-1.4661731719970703,-22.046907424926758
8,14,-0.9030554294586182,-1.511368751525879,-0.5580044388771057,-1.446732759475708,-22.046907424926758
8,15,-1.3068554401397705,-1.5295217037200928,-1.0493321418762207,-1.5062936544418335,-22.046907424926758
8,16,-0.2912190854549408,-1.4654922485351562,-0.2912190854549408,-1.4654922485351562,-22.046907424926758
8,17,-0.23385149240493774,-1.4710956811904907,-0.23385149240493774,-1.4710956811904907,-22.046907424926758
8,18,-0.0,-1.5153844356536865,-0.0,-1.5005459785461426,-22.046907424926758
8,19,-0.5656315684318542,-1.4756699800491333,-0.3463424742221832,-1.4756699800491333,-22.046907424926758
8,20,-0.5632035732269287,-1.4537287950515747,-0.5632035732269287,-1.4537287950515747,-22.046907424926758
8,21,-0.2870737314224243,-1.4517322778701782,-0.2870737314224243,-1.4517322778701782,-22.046907424926758
8,22,-0.2188282608985901,-1.4912457466125488,-0.2188282608985901,-1.4912457466125488,-22.046907424926758
8,23,-0.6393411159515381,-1.471199870109558,-0.6393411159515381,-1.471199870109558,-22.046907424926758
9,0,-1.2391681671142578,-1.5808682441711426,-1.0,-1.5173050165176392,-19.39460563659668
9,1,-0.8907064199447632,-1.5250425338745117,-0.8907064199447632,-1.5039047002792358,-19.39460563659668
9,2,-1.1352880001068115,-1.5442779064178467,-0.9527567625045776,-1.4850642681121826,-19.39460563659668
9,3,-1.2203274965286255,-1.5336886644363403,-1.1207817792892456,-1.5171467065811157,-19.39460563659668
9,4,-0.5718624591827393,-1.5414767265319824,-0.5718624591827393,-1.504948377609253,-19.39460563659668
9,5,-0.4685206413269043,-1.546489953994751,-0.32825931906700134,-1.4728565216064453,-19.39460563659668
9,6,-0.35574743151664734,-1.5403907299041748,-0.35574743151664734,-1.5403907299041748,-19.39460563659668
9,7,-0.7719943523406982,-1.4958616495132446,-0.6361979842185974,-1.4929574728012085,-19.39460563659668
9,8,-0.4149443209171295,-1.5329818725585938,-0.28402653336524963,-1.4774662256240845,-19.39460563659668
9,9,-0.4661133289337158,-1.5353014469146729,-0.25084933638572693,-1.4848449230194092,-19.39460563659668
9,10,-0.4981324374675751,-1.521156668663025,-0.31078943610191345,-1.5152199268341064,-19.39460563659668
9,11,-0.33295249938964844,-1.5096162557601929,-0.33295249938964844,-1.5096162557601929,-19.39460563659668
9,12,-0.7389622330665588,-1.5702489614486694,-0.5843204855918884,-1.5702489614486694,-19.39460563659668
9,13,-0.08202289044857025,-1.5212584733963013,-0.08202289044857025,-1.5047755241394043,-19.39460563659668
9,14,-0.2375655174255371,-1.5227645635604858,-0.10176072269678116,-1.4886354207992554,-19.39460563659668
9,15,-0.6291901469230652,-1.4835726022720337,-0.6291901469230652,-1.4835726022720337,-19.39460563659668
9,16,-0.28637000918388367,-1.5064194202423096,-0.28637000918388367,-1.5064194202423096,-19.39460563659668
9,17,-0.5480174422264099,-1.5187015533447266,-0.40651360154151917,-1.4794074296951294,-19.39460563659668
9,18,-0.5083967447280884,-1.507002592086792,-0.5083967447280884,-1.5014657974243164,-19.39460563659668
9,19,-0.3370775282382965,-1.520202398300171,-0.3370775282382965,-1.510915756225586,-19.39460563659668
9,20,-0.31713736057281494,-1.4889329671859741,-0.31713736057281494,-1.4889329671859741,-19.39460563659668
9,21,-0.5428099632263184,-1.5622024536132812,-0.30782076716423035,-1.5392944812774658,-19.39460563659668
9,22,-0.3808911144733429,-1.7017438411712646,-0.3808911144733429,-1.45565927028656,-19.39460563659668
9,23,-0.5370364189147949,-1.5242509841918945,-0.41068848967552185,-1.4940180778503418,-19.39460563659668
10,0,-1.169821858406067,-1.6220611333847046,-1.169821858406067,-1.6211318969726562,-11.384071350097656
10,1,-2.2539443969726562,-1.6108163595199585,-1.8546983003616333,-1.6029629707336426,-11.384071350097656
10,2,-2.1845293045043945,-1.6189130544662476,-1.9318244457244873,-1.5964529514312744,-11.384071350097656
10,3,-1.3902491331100464,-1.6264159679412842,-1.0891443490982056,-1.5966237783432007,-11.384071350097656
10,4,-0.6553723216056824,-1.626815676689148,-0.6553723216056824,-1.5995217561721802,-11.384071350097656
10,5,-0.8876215815544128,-1.5913079977035522,-0.8876215815544128,-1.5913079977035522,-11.384071350097656
10,6,-1.0198084115982056,-1.6098995208740234,-1.0198084115982056,-1.607696771621704,-11.384071350097656
10,7,-0.9794400930404663,-1.6113696098327637,-0.6030710339546204,-1.6113696098327637,-11.384071350097656
10,8,-0.5984835624694824,-1.6021332740783691,-0.5984835624694824,-1.6021332740783691,-11.384071350097656
10,9,-0.06687166541814804,-1.5977166891098022,-0.06687166541814804,-1.5977166891098022,-11.384071350097656
10,10,-0.5066177845001221,-1.6361020803451538,-0.08604546636343002,-1.5872750282287598,-11.384071350097656
10,11,-0.7355024814605713,-1.6087085008621216,-0.7355024814605713,-1.6087085008621216,-11.384071350097656
10,12,-0.9902804493904114,-1.6904469728469849,-0.6991912126541138,-1.6786651611328125,-11.384071350097656
10,13,-0.06830983608961105,-1.647762656211853,-0.06830983608961105,-1.6265275478363037,-11.384071350097656
10,14,-0.3359904885292053,-1.625628113746643,-0.09267793595790863,-1.5798925161361694,-11.384071350097656
10,15,-0.5418980717658997,-1.5751787424087524,-0.5418980717658997,-1.5751787424087524,-11.384071350097656
10,16,-0.6082636713981628,-1.6206830739974976,-0.34826114773750305,-1.6073901653289795,-11.384071350097656
10,17,-0.5845537781715393,-1.6751478910446167,-0.40453919768333435,-1.5793217420578003,-11.384071350097656
10,18,-0.5619117021560669,-1.6525952816009521,-0.29202359914779663,-1.6001547574996948,-11.384071350097656
10,19,-0.626886785030365,-1.6199780702590942,-0.3330543637275696,-1.6199780702590942,-11.384071350097656
10,20,-0.5515012145042419,-1.5933196544647217,-0.5515012145042419,-1.5933196544647217,-11.384071350097656
10,21,-0.6757364273071289,-1.6389522552490234,-0.6757364273071289,-1.614264726638794,-11.384071350097656
10,22,-1.032028317451477,-1.578118920326233,-0.7350407838821411,-1.578118920326233,-11.384071350097656
10,23,-0.5743536949157715,-1.5988134145736694,-0.5743536949157715,-1.5988134145736694,-11.384071350097656
11,0,-0.8442729115486145,-1.7125933170318604,-0.59615159034729,-1.6778607368469238,-9.697460174560547
11,1,-0.9288060665130615,-1.7157819271087646,-0.5776223540306091,-1.6907395124435425,-9.697460174560547
11,2,-0.71710205078125,-1.723300814628601,-0.6167261004447937,-1.6460189819335938,-9.697460174560547
11,3,-0.8186980485916138,-1.6997419595718384,-0.5785789489746094,-1.6817458868026733,-9.697460174560547
