step,bs_id,candidate_user_count,threshold_changed,oma_changed,noma_changed,cluster_changed,top_two_tie,threshold_map,oma_map,noma_map,cluster_map
11,BS2,4,True,False,False,False,False,"{""0.80"": 760668.3259566119, ""0.85"": 863333.980828115, ""0.90"": 965999.6356996188, ""0.95"": 1068665.290571122}","{""0.80"": [""S5""], ""0.85"": [""S5""], ""0.90"": [""S5""], ""0.95"": [""S5""]}","{""0.80"": [""S6"", ""S8"", ""S7""], ""0.85"": [""S6"", ""S8"", ""S7""], ""0.90"": [""S6"", ""S8"", ""S7""], ""0.95"": [""S6"", ""S8"", ""S7""]}","{""0.80"": [[""S6"", ""S8""], [""S7""]], ""0.85"": [[""S6"", ""S8""], [""S7""]], ""0.90"": [[""S6"", ""S8""], [""S7""]], ""0.95"": [[""S6"", ""S8""], [""S7""]]}"
12,BS1,4,True,False,False,False,False,"{""0.80"": 519657.2240889218, ""0.85"": 559203.1321386573, ""0.90"": 598749.0401883929, ""0.95"": 638294.9482381283}","{""0.80"": [""S3""], ""0.85"": [""S3""], ""0.90"": [""S3""], ""0.95"": [""S3""]}","{""0.80"": [""S2"", ""S4"", ""S1""], ""0.85"": [""S2"", ""S4"", ""S1""], ""0.90"": [""S2"", ""S4"", ""S1""], ""0.95"": [""S2"", ""S4"", ""S1""]}","{""0.80"": [[""S2"", ""S4""], [""S1""]], ""0.85"": [[""S2"", ""S4""], [""S1""]], ""0.90"": [[""S2"", ""S4""], [""S1""]], ""0.95"": [[""S2"", ""S4""], [""S1""]]}"
12,BS2,4,True,False,False,False,False,"{""0.80"": 513782.5611615065, ""0.85"": 534917.5750029745, ""0.90"": 556052.5888444426, ""0.95"": 577187.6026859106}","{""0.80"": [""S8""], ""0.85"": [""S8""], ""0.90"": [""S8""], ""0.95"": [""S8""]}","{""0.80"": [""S5"", ""S7"", ""S6""], ""0.85"": [""S5"", ""S7"", ""S6""], ""0.90"": [""S5"", ""S7"", ""S6""], ""0.95"": [""S5"", ""S7"", ""S6""]}","{""0.80"": [[""S5"", ""S7""], [""S6""]], ""0.85"": [[""S5"", ""S7""], [""S6""]], ""0.90"": [[""S5"", ""S7""], [""S6""]], ""0.95"": [[""S5"", ""S7""], [""S6""]]}"
13,BS1,4,True,False,False,False,False,"{""0.80"": 559702.8649468581, ""0.85"": 580589.4533569773, ""0.90"": 601476.0417670966, ""0.95"": 622362.6301772159}","{""0.80"": [""S2""], ""0.85"": [""S2""], ""0.90"": [""S2""], ""0.95"": [""S2""]}","{""0.80"": [""S1"", ""S3"", ""S4""], ""0.85"": [""S1"", ""S3"", ""S4""], ""0.90"": [""S1"", ""S3"", ""S4""], ""0.95"": [""S1"", ""S3"", ""S4""]}","{""0.80"": [[""S1"", ""S3""], [""S4""]], ""0.85"": [[""S1"", ""S3""], [""S4""]], ""0.90"": [[""S1"", ""S3""], [""S4""]], ""0.95"": [[""S1"", ""S3""], [""S4""]]}"
13,BS2,4,True,False,False,False,False,"{""0.80"": 512048.2391047033, ""0.85"": 525092.1440046418, ""0.90"": 538136.0489045804, ""0.95"": 551179.953804519}","{""0.80"": [""S5""], ""0.85"": [""S5""], ""0.90"": [""S5""], ""0.95"": [""S5""]}","{""0.80"": [""S8"", ""S6"", ""S7""], ""0.85"": [""S8"", ""S6"", ""S7""], ""0.90"": [""S8"", ""S6"", ""S7""], ""0.95"": [""S8"", ""S6"", ""S7""]}","{""0.80"": [[""S8"", ""S6""], [""S7""]], ""0.85"": [[""S8"", ""S6""], [""S7""]], ""0.90"": [[""S8"", ""S6""], [""S7""]], ""0.95"": [[""S8"", ""S6""], [""S7""]]}"
14,BS1,4,True,False,False,False,False,"{""0.80"": 806344.7789839215, ""0.85"": 847135.899948247, ""0.90"": 887927.0209125726, ""0.95"": 928718.1418768981}","{""0.80"": [""S3""], ""0.85"": [""S3""], ""0.90"": [""S3""], ""0.95"": [""S3""]}","{""0.80"": [""S2"", ""S4"", ""S1""], ""0.85"": [""S2"", ""S4"", ""S1""], ""0.90"": [""S2"", ""S4"", ""S1""], ""0.95"": [""S2"", ""S4"", ""S1""]}","{""0.80"": [[""S2"", ""S4""], [""S1""]], ""0.85"": [[""S2"", ""S4""], [""S1""]], ""0.90"": [[""S2"", ""S4""], [""S1""]], ""0.95"": [[""S2"", ""S4""], [""S1""]]}"
14,BS2,4,True,False,False,False,False,"{""0.80"": 610524.2032630208, ""0.85"": 614013.5083767, ""0.90"": 617502.8134903793, ""0.95"": 620992.1186040584}","{""0.80"": [""S7""], ""0.85"": [""S7""], ""0.90"": [""S7""], ""0.95"": [""S7""]}","{""0.80"": [""S8"", ""S5"", ""S6""], ""0.85"": [""S8"", ""S5"", ""S6""], ""0.90"": [""S8"", ""S5"", ""S6""], ""0.95"": [""S8"", ""S5"", ""S6""]}","{""0.80"": [[""S8"", ""S5""], [""S6""]], ""0.85"": [[""S8"", ""S5""], [""S6""]], ""0.90"": [[""S8"", ""S5""], [""S6""]], ""0.95"": [[""S8"", ""S5""], [""S6""]]}"
15,BS1,4,True,False,False,False,False,"{""0.80"": 695875.9197370387, ""0.85"": 808548.0451461435, ""0.90"": 921220.1705552491, ""0.95"": 1033892.295964354}","{""0.80"": [""S2""], ""0.85"": [""S2""], ""0.90"": [""S2""], ""0.95"": [""S2""]}","{""0.80"": [""S3"", ""S1"", ""S4""], ""0.85"": [""S3"", ""S1"", ""S4""], ""0.90"": [""S3"", ""S1"", ""S4""], ""0.95"": [""S3"", ""S1"", ""S4""]}","{""0.80"": [[""S3"", ""S1""], [""S4""]], ""0.85"": [[""S3"", ""S1""], [""S4""]], ""0.90"": [[""S3"", ""S1""], [""S4""]], ""0.95"": [[""S3"", ""S1""], [""S4""]]}"
15,BS2,4,True,False,False,False,False,"{""0.80"": 959184.2662057466, ""0.85"": 973643.3244243321, ""0.90"": 988102.3826429178, ""0.95"": 1002561.4408615034}","{""0.80"": [""S5""], ""0.85"": [""S5""], ""0.90"": [""S5""], ""0.95"": [""S5""]}","{""0.80"": [""S8"", ""S6"", ""S7""], ""0.85"": [""S8"", ""S6"", ""S7""], ""0.90"": [""S8"", ""S6"", ""S7""], ""0.95"": [""S8"", ""S6"", ""S7""]}","{""0.80"": [[""S8"", ""S6""], [""S7""]], ""0.85"": [[""S8"", ""S6""], [""S7""]], ""0.90"": [[""S8"", ""S6""], [""S7""]], ""0.95"": [[""S8"", ""S6""], [""S7""]]}"
16,BS1,4,True,False,False,False,False,"{""0.80"": 513828.66341717483, ""0.85"": 544242.5569513186, ""0.90"": 574656.4504854627, ""0.95"": 605070.3440196066}","{""0.80"": [""S2""], ""0.85"": [""S2""], ""0.90"": [""S2""], ""0.95"": [""S2""]}","{""0.80"": [""S1"", ""S4"", ""S3""], ""0.85"": [""S1"", ""S4"", ""S3""], ""0.90"": [""S1"", ""S4"", ""S3""], ""0.95"": [""S1"", ""S4"", ""S3""]}","{""0.80"": [[""S1"", ""S4""], [""S3""]], ""0.85"": [[""S1"", ""S4""], [""S3""]], ""0.90"": [[""S1"", ""S4""], [""S3""]], ""0.95"": [[""S1"", ""S4""], [""S3""]]}"
16,BS2,4,True,False,False,False,False,"{""0.80"": 887338.6276382476, ""0.85"": 944263.3223522713, ""0.90"": 1001188.0170662954, ""0.95"": 1058112.7117803192}","{""0.80"": [""S8""], ""0.85"": [""S8""], ""0.90"": [""S8""], ""0.95"": [""S8""]}","{""0.80"": [""S6"", ""S5"", ""S7""], ""0.85"": [""S6"", ""S5"", ""S7""], ""0.90"": [""S6"", ""S5"", ""S7""], ""0.95"": [""S6"", ""S5"", ""S7""]}","{""0.80"": [[""S6"", ""S5""], [""S7""]], ""0.85"": [[""S6"", ""S5""], [""S7""]], ""0.90"": [[""S6"", ""S5""], [""S7""]], ""0.95"": [[""S6"", ""S5""], [""S7""]]}"
17,BS1,4,True,False,False,False,False,"{""0.80"": 603512.6889986262, ""0.85"": 607759.4789087517, ""0.90"": 612006.2688188773, ""0.95"": 616253.0587290027}","{""0.80"": [""S1""], ""0.85"": [""S1""], ""0.90"": [""S1""], ""0.95"": [""S1""]}","{""0.80"": [""S3"", ""S2"", ""S4""], ""0.85"": [""S3"", ""S2"", ""S4""], ""0.90"": [""S3"", ""S2"", ""S4""], ""0.95"": [""S3"", ""S2"", ""S4""]}","{""0.80"": [[""S3"", ""S2""], [""S4""]], ""0.85"": [[""S3"", ""S2""], [""S4""]], ""0.90"": [[""S3"", ""S2""], [""S4""]], ""0.95"": [[""S3"", ""S2""], [""S4""]]}"
17,BS2,4,True,False,False,False,False,"{""0.80"": 790586.096819388, ""0.85"": 819843.0102872903, ""0.90"": 849099.9237551929, ""0.95"": 878356.8372230952}","{""0.80"": [""S8""], ""0.85"": [""S8""], ""0.90"": [""S8""], ""0.95"": [""S8""]}","{""0.80"": [""S7"", ""S6"", ""S5""], ""0.85"": [""S7"", ""S6"", ""S5""], ""0.90"": [""S7"", ""S6"", ""S5""], ""0.95"": [""S7"", ""S6"", ""S5""]}","{""0.80"": [[""S7"", ""S6""], [""S5""]], ""0.85"": [[""S7"", ""S6""], [""S5""]], ""0.90"": [[""S7"", ""S6""], [""S5""]], ""0.95"": [[""S7"", ""S6""], [""S5""]]}"
18,BS1,4,True,False,False,False,False,"{""0.80"": 541166.4331802025, ""0.85"": 544279.6999394194, ""0.90"": 547392.9666986363, ""0.95"": 550506.2334578531}","{""0.80"": [""S4""], ""0.85"": [""S4""], ""0.90"": [""S4""], ""0.95"": [""S4""]}","{""0.80"": [""S3"", ""S1"", ""S2""], ""0.85"": [""S3"", ""S1"", ""S2""], ""0.90"": [""S3"", ""S1"", ""S2""], ""0.95"": [""S3"", ""S1"", ""S2""]}","{""0.80"": [[""S3"", ""S1""], [""S2""]], ""0.85"": [[""S3"", ""S1""], [""S2""]], ""0.90"": [[""S3"", ""S1""], [""S2""]], ""0.95"": [[""S3"", ""S1""], [""S2""]]}"
18,BS2,4,True,False,False,False,False,"{""0.80"": 808778.9841060914, ""0.85"": 814138.6324123485, ""0.90"": 819498.2807186056, ""0.95"": 824857.9290248626}","{""0.80"": [""S7""], ""0.85"": [""S7""], ""0.90"": [""S7""], ""0.95"": [""S7""]}","{""0.80"": [""S5"", ""S6"", ""S8""], ""0.85"": [""S5"", ""S6"", ""S8""], ""0.90"": [""S5"", ""S6"", ""S8""], ""0.95"": [""S5"", ""S6"", ""S8""]}","{""0.80"": [[""S5"", ""S6""], [""S8""]], ""0.85"": [[""S5"", ""S6""], [""S8""]], ""0.90"": [[""S5"", ""S6""], [""S8""]], ""0.95"": [[""S5"", ""S6""], [""S8""]]}"
19,BS1,4,True,False,False,False,False,"{""0.80"": 479076.28729134524, ""0.85"": 494008.17958021915, ""0.90"": 508940.0718690931, ""0.95"": 523871.964157967}","{""0.80"": [""S3""], ""0.85"": [""S3""], ""0.90"": [""S3""], ""0.95"": [""S3""]}","{""0.80"": [""S1"", ""S2"", ""S4""], ""0.85"": [""S1"", ""S2"", ""S4""], ""0.90"": [""S1"", ""S2"", ""S4""], ""0.95"": [""S1"", ""S2"", ""S4""]}","{""0.80"": [[""S1"", ""S2""], [""S4""]], ""0.85"": [[""S1"", ""S2""], [""S4""]], ""0.90"": [[""S1"", ""S2""], [""S4""]], ""0.95"": [[""S1"", ""S2""], [""S4""]]}"
