step,bs_id,candidate_user_count,threshold_changed,oma_changed,noma_changed,cluster_changed,top_two_tie,threshold_map,oma_map,noma_map,cluster_map
5,BS1,4,True,True,True,True,False,"{""0.65"": 518663.9696803659, ""0.70"": 536847.5904441033, ""0.75"": 560961.5029217906, ""0.80"": 585075.4153994778}","{""0.65"": [""S1"", ""S4""], ""0.70"": [""S1""], ""0.75"": [""S1""], ""0.80"": [""S1""]}","{""0.65"": [""S3"", ""S2""], ""0.70"": [""S4"", ""S3"", ""S2""], ""0.75"": [""S4"", ""S3"", ""S2""], ""0.80"": [""S4"", ""S3"", ""S2""]}","{""0.65"": [[""S3"", ""S2""]], ""0.70"": [[""S4"", ""S3""], [""S2""]], ""0.75"": [[""S4"", ""S3""], [""S2""]], ""0.80"": [[""S4"", ""S3""], [""S2""]]}"
5,BS2,4,True,True,True,True,False,"{""0.65"": 433052.20581210667, ""0.70"": 454209.6992797946, ""0.75"": 477688.5228631929, ""0.80"": 501167.34644659114}","{""0.65"": [""S6"", ""S8""], ""0.70"": [""S8""], ""0.75"": [""S8""], ""0.80"": [""S8""]}","{""0.65"": [""S7"", ""S5""], ""0.70"": [""S6"", ""S7"", ""S5""], ""0.75"": [""S6"", ""S7"", ""S5""], ""0.80"": [""S6"", ""S7"", ""S5""]}","{""0.65"": [[""S7"", ""S5""]], ""0.70"": [[""S6"", ""S7""], [""S5""]], ""0.75"": [[""S6"", ""S7""], [""S5""]], ""0.80"": [[""S6"", ""S7""], [""S5""]]}"
6,BS1,4,True,True,True,True,False,"{""0.65"": 547212.5725400255, ""0.70"": 572548.4607292283, ""0.75"": 587959.3859093854, ""0.80"": 603370.3110895423}","{""0.65"": [""S1"", ""S4""], ""0.70"": [""S4""], ""0.75"": [""S4""], ""0.80"": [""S4""]}","{""0.65"": [""S2"", ""S3""], ""0.70"": [""S1"", ""S2"", ""S3""], ""0.75"": [""S1"", ""S2"", ""S3""], ""0.80"": [""S1"", ""S2"", ""S3""]}","{""0.65"": [[""S2"", ""S3""]], ""0.70"": [[""S1"", ""S2""], [""S3""]], ""0.75"": [[""S1"", ""S2""], [""S3""]], ""0.80"": [[""S1"", ""S2""], [""S3""]]}"
6,BS2,4,True,True,True,True,False,"{""0.65"": 598958.7616429272, ""0.70"": 612557.6542145831, ""0.75"": 632254.294157544, ""0.80"": 651950.934100505}","{""0.65"": [""S5"", ""S8""], ""0.70"": [""S8""], ""0.75"": [""S8""], ""0.80"": [""S8""]}","{""0.65"": [""S6"", ""S7""], ""0.70"": [""S5"", ""S6"", ""S7""], ""0.75"": [""S5"", ""S6"", ""S7""], ""0.80"": [""S5"", ""S6"", ""S7""]}","{""0.65"": [[""S6"", ""S7""]], ""0.70"": [[""S5"", ""S6""], [""S7""]], ""0.75"": [[""S5"", ""S6""], [""S7""]], ""0.80"": [[""S5"", ""S6""], [""S7""]]}"
7,BS1,4,True,True,True,True,False,"{""0.65"": 517482.71842836303, ""0.70"": 521643.15808013995, ""0.75"": 521845.3685548852, ""0.80"": 522047.5790296305}","{""0.65"": [""S3"", ""S4""], ""0.70"": [""S3""], ""0.75"": [""S3""], ""0.80"": [""S3""]}","{""0.65"": [""S1"", ""S2""], ""0.70"": [""S4"", ""S1"", ""S2""], ""0.75"": [""S4"", ""S1"", ""S2""], ""0.80"": [""S4"", ""S1"", ""S2""]}","{""0.65"": [[""S1"", ""S2""]], ""0.70"": [[""S4"", ""S1""], [""S2""]], ""0.75"": [[""S4"", ""S1""], [""S2""]], ""0.80"": [[""S4"", ""S1""], [""S2""]]}"
7,BS2,4,True,True,True,True,False,"{""0.65"": 614971.4746323276, ""0.70"": 627514.1065563512, ""0.75"": 645965.9946142632, ""0.80"": 664417.8826721752}","{""0.65"": [""S5"", ""S7""], ""0.70"": [""S7""], ""0.75"": [""S7""], ""0.80"": [""S7""]}","{""0.65"": [""S6"", ""S8""], ""0.70"": [""S5"", ""S6"", ""S8""], ""0.75"": [""S5"", ""S6"", ""S8""], ""0.80"": [""S5"", ""S6"", ""S8""]}","{""0.65"": [[""S6"", ""S8""]], ""0.70"": [[""S5"", ""S6""], [""S8""]], ""0.75"": [[""S5"", ""S6""], [""S8""]], ""0.80"": [[""S5"", ""S6""], [""S8""]]}"
8,BS1,4,True,True,True,True,False,"{""0.65"": 427861.8133980713, ""0.70"": 449142.8830391833, ""0.75"": 465865.77830586594, ""0.80"": 482588.67357254855}","{""0.65"": [""S1"", ""S3""], ""0.70"": [""S3""], ""0.75"": [""S3""], ""0.80"": [""S3""]}","{""0.65"": [""S2"", ""S4""], ""0.70"": [""S1"", ""S2"", ""S4""], ""0.75"": [""S1"", ""S2"", ""S4""], ""0.80"": [""S1"", ""S2"", ""S4""]}","{""0.65"": [[""S2"", ""S4""]], ""0.70"": [[""S1"", ""S2""], [""S4""]], ""0.75"": [[""S1"", ""S2""], [""S4""]], ""0.80"": [[""S1"", ""S2""], [""S4""]]}"
8,BS2,4,True,True,True,True,False,"{""0.65"": 654527.9064518373, ""0.70"": 672295.3465564362, ""0.75"": 687925.9628437464, ""0.80"": 703556.5791310568}","{""0.65"": [""S5"", ""S6""], ""0.70"": [""S6""], ""0.75"": [""S6""], ""0.80"": [""S6""]}","{""0.65"": [""S8"", ""S7""], ""0.70"": [""S5"", ""S8"", ""S7""], ""0.75"": [""S5"", ""S8"", ""S7""], ""0.80"": [""S5"", ""S8"", ""S7""]}","{""0.65"": [[""S8"", ""S7""]], ""0.70"": [[""S5"", ""S8""], [""S7""]], ""0.75"": [[""S5"", ""S8""], [""S7""]], ""0.80"": [[""S5"", ""S8""], [""S7""]]}"
9,BS1,4,True,True,True,True,False,"{""0.65"": 328394.2421529173, ""0.70"": 344792.48638156545, ""0.75"": 365348.8416926771, ""0.80"": 385905.19700378884}","{""0.65"": [""S1"", ""S2""], ""0.70"": [""S1""], ""0.75"": [""S1""], ""0.80"": [""S1""]}","{""0.65"": [""S4"", ""S3""], ""0.70"": [""S2"", ""S4"", ""S3""], ""0.75"": [""S2"", ""S4"", ""S3""], ""0.80"": [""S2"", ""S4"", ""S3""]}","{""0.65"": [[""S4"", ""S3""]], ""0.70"": [[""S2"", ""S4""], [""S3""]], ""0.75"": [[""S2"", ""S4""], [""S3""]], ""0.80"": [[""S2"", ""S4""], [""S3""]]}"
9,BS2,4,True,True,True,True,False,"{""0.65"": 534177.7138009378, ""0.70"": 544071.0849614505, ""0.75"": 546770.1237882345, ""0.80"": 549469.1626150185}","{""0.65"": [""S7"", ""S8""], ""0.70"": [""S7""], ""0.75"": [""S7""], ""0.80"": [""S7""]}","{""0.65"": [""S6"", ""S5""], ""0.70"": [""S8"", ""S6"", ""S5""], ""0.75"": [""S8"", ""S6"", ""S5""], ""0.80"": [""S8"", ""S6"", ""S5""]}","{""0.65"": [[""S6"", ""S5""]], ""0.70"": [[""S8"", ""S6""], [""S5""]], ""0.75"": [[""S8"", ""S6""], [""S5""]], ""0.80"": [[""S8"", ""S6""], [""S5""]]}"
10,BS1,4,True,True,True,True,False,"{""0.65"": 587703.0315104161, ""0.70"": 616012.0337385965, ""0.75"": 657593.2451332103, ""0.80"": 699174.4565278243}","{""0.65"": [""S1"", ""S4""], ""0.70"": [""S4""], ""0.75"": [""S4""], ""0.80"": [""S4""]}","{""0.65"": [""S3"", ""S2""], ""0.70"": [""S1"", ""S3"", ""S2""], ""0.75"": [""S1"", ""S3"", ""S2""], ""0.80"": [""S1"", ""S3"", ""S2""]}","{""0.65"": [[""S3"", ""S2""]], ""0.70"": [[""S1"", ""S3""], [""S2""]], ""0.75"": [[""S1"", ""S3""], [""S2""]], ""0.80"": [[""S1"", ""S3""], [""S2""]]}"
10,BS2,4,True,True,True,True,False,"{""0.65"": 485464.6359478271, ""0.70"": 507246.6333026625, ""0.75"": 527623.4527808983, ""0.80"": 548000.2722591342}","{""0.65"": [""S5"", ""S8""], ""0.70"": [""S8""], ""0.75"": [""S8""], ""0.80"": [""S8""]}","{""0.65"": [""S6"", ""S7""], ""0.70"": [""S5"", ""S6"", ""S7""], ""0.75"": [""S5"", ""S6"", ""S7""], ""0.80"": [""S5"", ""S6"", ""S7""]}","{""0.65"": [[""S6"", ""S7""]], ""0.70"": [[""S5"", ""S6""], [""S7""]], ""0.75"": [[""S5"", ""S6""], [""S7""]], ""0.80"": [[""S5"", ""S6""], [""S7""]]}"
11,BS1,4,True,True,True,True,False,"{""0.65"": 290292.0947371589, ""0.70"": 327783.775121246, ""0.75"": 379408.0506559524, ""0.80"": 431032.32619065885}","{""0.65"": [""S3"", ""S4""], ""0.70"": [""S3""], ""0.75"": [""S3""], ""0.80"": [""S3""]}","{""0.65"": [""S1"", ""S2""], ""0.70"": [""S4"", ""S1"", ""S2""], ""0.75"": [""S4"", ""S1"", ""S2""], ""0.80"": [""S4"", ""S1"", ""S2""]}","{""0.65"": [[""S1"", ""S2""]], ""0.70"": [[""S4"", ""S1""], [""S2""]], ""0.75"": [[""S4"", ""S1""], [""S2""]], ""0.80"": [[""S4"", ""S1""], [""S2""]]}"
11,BS2,4,True,True,True,True,False,"{""0.65"": 480285.53222812654, ""0.70"": 555337.0162136044, ""0.75"": 658002.6710851082, ""0.80"": 760668.3259566119}","{""0.65"": [""S5"", ""S6""], ""0.70"": [""S5""], ""0.75"": [""S5""], ""0.80"": [""S5""]}","{""0.65"": [""S8"", ""S7""], ""0.70"": [""S6"", ""S8"", ""S7""], ""0.75"": [""S6"", ""S8"", ""S7""], ""0.80"": [""S6"", ""S8"", ""S7""]}","{""0.65"": [[""S8"", ""S7""]], ""0.70"": [[""S6"", ""S8""], [""S7""]], ""0.75"": [[""S6"", ""S8""], [""S7""]], ""0.80"": [[""S6"", ""S8""], [""S7""]]}"
12,BS1,4,True,True,True,True,False,"{""0.65"": 408239.4146917714, ""0.70"": 440565.40798945056, ""0.75"": 480111.3160391862, ""0.80"": 519657.2240889218}","{""0.65"": [""S2"", ""S3""], ""0.70"": [""S3""], ""0.75"": [""S3""], ""0.80"": [""S3""]}","{""0.65"": [""S4"", ""S1""], ""0.70"": [""S2"", ""S4"", ""S1""], ""0.75"": [""S2"", ""S4"", ""S1""], ""0.80"": [""S2"", ""S4"", ""S1""]}","{""0.65"": [[""S4"", ""S1""]], ""0.70"": [[""S2"", ""S4""], [""S1""]], ""0.75"": [[""S2"", ""S4""], [""S1""]], ""0.80"": [[""S2"", ""S4""], [""S1""]]}"
12,BS2,4,True,True,True,True,False,"{""0.65"": 454521.800105335, ""0.70"": 471512.5334785702, ""0.75"": 492647.5473200384, ""0.80"": 513782.5611615065}","{""0.65"": [""S5"", ""S8""], ""0.70"": [""S8""], ""0.75"": [""S8""], ""0.80"": [""S8""]}","{""0.65"": [""S7"", ""S6""], ""0.70"": [""S5"", ""S7"", ""S6""], ""0.75"": [""S5"", ""S7"", ""S6""], ""0.80"": [""S5"", ""S7"", ""S6""]}","{""0.65"": [[""S7"", ""S6""]], ""0.70"": [[""S5"", ""S7""], [""S6""]], ""0.75"": [[""S5"", ""S7""], [""S6""]], ""0.80"": [[""S5"", ""S7""], [""S6""]]}"
13,BS1,4,True,True,True,True,False,"{""0.65"": 500457.0598313493, ""0.70"": 517929.68812661944, ""0.75"": 538816.2765367387, ""0.80"": 559702.8649468581}","{""0.65"": [""S1"", ""S2""], ""0.70"": [""S2""], ""0.75"": [""S2""], ""0.80"": [""S2""]}","{""0.65"": [""S3"", ""S4""], ""0.70"": [""S1"", ""S3"", ""S4""], ""0.75"": [""S1"", ""S3"", ""S4""], ""0.80"": [""S1"", ""S3"", ""S4""]}","{""0.65"": [[""S3"", ""S4""]], ""0.70"": [[""S1"", ""S3""], [""S4""]], ""0.75"": [[""S1"", ""S3""], [""S4""]], ""0.80"": [[""S1"", ""S3""], [""S4""]]}"
13,BS2,4,True,True,True,True,False,"{""0.65"": 476468.8618509332, ""0.70"": 485960.429304826, ""0.75"": 499004.33420476463, ""0.80"": 512048.2391047033}","{""0.65"": [""S5"", ""S8""], ""0.70"": [""S5""], ""0.75"": [""S5""], ""0.80"": [""S5""]}","{""0.65"": [""S6"", ""S7""], ""0.70"": [""S8"", ""S6"", ""S7""], ""0.75"": [""S8"", ""S6"", ""S7""], ""0.80"": [""S8"", ""S6"", ""S7""]}","{""0.65"": [[""S6"", ""S7""]], ""0.70"": [[""S8"", ""S6""], [""S7""]], ""0.75"": [[""S8"", ""S6""], [""S7""]], ""0.80"": [[""S8"", ""S6""], [""S7""]]}"
14,BS1,4,True,True,True,True,False,"{""0.65"": 684866.28892561, ""0.70"": 724762.5370552703, ""0.75"": 765553.6580195959, ""0.80"": 806344.7789839215}","{""0.65"": [""S2"", ""S3""], ""0.70"": [""S3""], ""0.75"": [""S3""], ""0.80"": [""S3""]}","{""0.65"": [""S4"", ""S1""], ""0.70"": [""S2"", ""S4"", ""S1""], ""0.75"": [""S2"", ""S4"", ""S1""], ""0.80"": [""S2"", ""S4"", ""S1""]}","{""0.65"": [[""S4"", ""S1""]], ""0.70"": [[""S2"", ""S4""], [""S1""]], ""0.75"": [[""S2"", ""S4""], [""S1""]], ""0.80"": [[""S2"", ""S4""], [""S1""]]}"
14,BS2,4,True,True,True,True,False,"{""0.65"": 599049.4317691528, ""0.70"": 603545.5930356624, ""0.75"": 607034.8981493417, ""0.80"": 610524.2032630208}","{""0.65"": [""S7"", ""S8""], ""0.70"": [""S7""], ""0.75"": [""S7""], ""0.80"": [""S7""]}","{""0.65"": [""S5"", ""S6""], ""0.70"": [""S8"", ""S5"", ""S6""], ""0.75"": [""S8"", ""S5"", ""S6""], ""0.80"": [""S8"", ""S5"", ""S6""]}","{""0.65"": [[""S5"", ""S6""]], ""0.70"": [[""S8"", ""S5""], [""S6""]], ""0.75"": [[""S8"", ""S5""], [""S6""]], ""0.80"": [[""S8"", ""S5""], [""S6""]]}"
15,BS1,4,True,True,True,True,False,"{""0.65"": 389898.75712071767, ""0.70"": 470531.66891882755, ""0.75"": 583203.7943279331, ""0.80"": 695875.9197370387}","{""0.65"": [""S2"", ""S3""], ""0.70"": [""S2""], ""0.75"": [""S2""], ""0.80"": [""S2""]}","{""0.65"": [""S1"", ""S4""], ""0.70"": [""S3"", ""S1"", ""S4""], ""0.75"": [""S3"", ""S1"", ""S4""], ""0.80"": [""S3"", ""S1"", ""S4""]}","{""0.65"": [[""S1"", ""S4""]], ""0.70"": [[""S3"", ""S1""], [""S4""]], ""0.75"": [[""S3"", ""S1""], [""S4""]], ""0.80"": [[""S3"", ""S1""], [""S4""]]}"
15,BS2,4,True,True,True,True,False,"{""0.65"": 894227.8047423831, ""0.70"": 930266.1497685752, ""0.75"": 944725.2079871609, ""0.80"": 959184.2662057466}","{""0.65"": [""S5"", ""S8""], ""0.70"": [""S5""], ""0.75"": [""S5""], ""0.80"": [""S5""]}","{""0.65"": [""S6"", ""S7""], ""0.70"": [""S8"", ""S6"", ""S7""], ""0.75"": [""S8"", ""S6"", ""S7""], ""0.80"": [""S8"", ""S6"", ""S7""]}","{""0.65"": [[""S6"", ""S7""]], ""0.70"": [[""S8"", ""S6""], [""S7""]], ""0.75"": [[""S8"", ""S6""], [""S7""]], ""0.80"": [[""S8"", ""S6""], [""S7""]]}"
16,BS1,4,True,True,True,True,False,"{""0.65"": 425130.3807006491, ""0.70"": 453000.8763488867, ""0.75"": 483414.76988303073, ""0.80"": 513828.66341717483}","{""0.65"": [""S1"", ""S2""], ""0.70"": [""S2""], ""0.75"": [""S2""], ""0.80"": [""S2""]}","{""0.65"": [""S4"", ""S3""], ""0.70"": [""S1"", ""S4"", ""S3""], ""0.75"": [""S1"", ""S4"", ""S3""], ""0.80"": [""S1"", ""S4"", ""S3""]}","{""0.65"": [[""S4"", ""S3""]], ""0.70"": [[""S1"", ""S4""], [""S3""]], ""0.75"": [[""S1"", ""S4""], [""S3""]], ""0.80"": [[""S1"", ""S4""], [""S3""]]}"
16,BS2,4,True,True,True,True,False,"{""0.65"": 735404.508460444, ""0.70"": 773489.2382101995, ""0.75"": 830413.9329242236, ""0.80"": 887338.6276382476}","{""0.65"": [""S6"", ""S8""], ""0.70"": [""S8""], ""0.75"": [""S8""], ""0.80"": [""S8""]}","{""0.65"": [""S5"", ""S7""], ""0.70"": [""S6"", ""S5"", ""S7""], ""0.75"": [""S6"", ""S5"", ""S7""], ""0.80"": [""S6"", ""S5"", ""S7""]}","{""0.65"": [[""S5"", ""S7""]], ""0.70"": [[""S6"", ""S5""], [""S7""]], ""0.75"": [[""S6"", ""S5""], [""S7""]], ""0.80"": [[""S6"", ""S5""], [""S7""]]}"
17,BS1,4,True,True,True,True,False,"{""0.65"": 581335.7732464905, ""0.70"": 595019.1091783751, ""0.75"": 599265.8990885006, ""0.80"": 603512.6889986262}","{""0.65"": [""S1"", ""S3""], ""0.70"": [""S1""], ""0.75"": [""S1""], ""0.80"": [""S1""]}","{""0.65"": [""S2"", ""S4""], ""0.70"": [""S3"", ""S2"", ""S4""], ""0.75"": [""S3"", ""S2"", ""S4""], ""0.80"": [""S3"", ""S2"", ""S4""]}","{""0.65"": [[""S2"", ""S4""]], ""0.70"": [[""S3"", ""S2""], [""S4""]], ""0.75"": [[""S3"", ""S2""], [""S4""]], ""0.80"": [[""S3"", ""S2""], [""S4""]]}"
17,BS2,4,True,True,True,True,False,"{""0.65"": 712510.3113354666, ""0.70"": 732072.2698835828, ""0.75"": 761329.1833514854, ""0.80"": 790586.096819388}","{""0.65"": [""S7"", ""S8""], ""0.70"": [""S8""], ""0.75"": [""S8""], ""0.80"": [""S8""]}","{""0.65"": [""S6"", ""S5""], ""0.70"": [""S7"", ""S6"", ""S5""], ""0.75"": [""S7"", ""S6"", ""S5""], ""0.80"": [""S7"", ""S6"", ""S5""]}","{""0.65"": [[""S6"", ""S5""]], ""0.70"": [[""S7"", ""S6""], [""S5""]], ""0.75"": [[""S7"", ""S6""], [""S5""]], ""0.80"": [[""S7"", ""S6""], [""S5""]]}"
18,BS1,4,True,True,True,True,False,"{""0.65"": 528163.7529418927, ""0.70"": 534939.8996617688, ""0.75"": 538053.1664209857, ""0.80"": 541166.4331802025}","{""0.65"": [""S3"", ""S4""], ""0.70"": [""S4""], ""0.75"": [""S4""], ""0.80"": [""S4""]}","{""0.65"": [""S1"", ""S2""], ""0.70"": [""S3"", ""S1"", ""S2""], ""0.75"": [""S3"", ""S1"", ""S2""], ""0.80"": [""S3"", ""S1"", ""S2""]}","{""0.65"": [[""S1"", ""S2""]], ""0.70"": [[""S3"", ""S1""], [""S2""]], ""0.75"": [[""S3"", ""S1""], [""S2""]], ""0.80"": [[""S3"", ""S1""], [""S2""]]}"
18,BS2,4,True,True,True,True,False,"{""0.65"": 785908.9314295499, ""0.70"": 798059.6874935774, ""0.75"": 803419.3357998345, ""0.80"": 808778.9841060914}","{""0.65"": [""S5"", ""S7""], ""0.70"": [""S7""], ""0.75"": [""S7""], ""0.80"": [""S7""]}","{""0.65"": [""S6"", ""S8""], ""0.70"": [""S5"", ""S6"", ""S8""], ""0.75"": [""S5"", ""S6"", ""S8""], ""0.80"": [""S5"", ""S6"", ""S8""]}","{""0.65"": [[""S6"", ""S8""]], ""0.70"": [[""S5"", ""S6""], [""S8""]], ""0.75"": [[""S5"", ""S6""], [""S8""]], ""0.80"": [[""S5"", ""S6""], [""S8""]]}"
19,BS1,4,True,True,True,True,False,"{""0.65"": 431287.7614883197, ""0.70"": 449212.5027135972, ""0.75"": 464144.3950024712, ""0.80"": 479076.28729134524}","{""0.65"": [""S1"", ""S3""], ""0.70"": [""S3""], ""0.75"": [""S3""], ""0.80"": [""S3""]}","{""0.65"": [""S2"", ""S4""], ""0.70"": [""S1"", ""S2"", ""S4""], ""0.75"": [""S1"", ""S2"", ""S4""], ""0.80"": [""S1"", ""S2"", ""S4""]}","{""0.65"": [[""S2"", ""S4""]], ""0.70"": [[""S1"", ""S2""], [""S4""]], ""0.75"": [[""S1"", ""S2""], [""S4""]], ""0.80"": [[""S1"", ""S2""], [""S4""]]}"
19,BS2,4,True,True,True,True,False,"{""0.65"": 700408.5426524121, ""0.70"": 735156.3406985974, ""0.75"": 757898.3675382732, ""0.80"": 780640.3943779491}","{""0.65"": [""S5"", ""S8""], ""0.70"": [""S5""], ""0.75"": [""S5""], ""0.80"": [""S5""]}","{""0.65"": [""S6"", ""S7""], ""0.70"": [""S8"", ""S6"", ""S7""], ""0.75"": [""S8"", ""S6"", ""S7""], ""0.80"": [""S8"", ""S6"", ""S7""]}","{""0.65"": [[""S6"", ""S7""]], ""0.70"": [[""S8"", ""S6""], [""S7""]], ""0.75"": [[""S8"", ""S6""], [""S7""]], ""0.80"": [[""S8"", ""S6""], [""S7""]]}"
